Customer ID,First Name,Last Name,Age,Gender,City,Email,Account Type,Account Balance,TransactionID,Transaction Type,Transaction Amount,Loan Issue Date,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status,Card Type,Credit Limit,Minimum Payment Due,Rewards Points,Feedback Type,Resolution Status,Anomaly
1479,Nancy,Campbell,25,Female,Indianapolis,nancy.campbell@kag.com,Current,3771.88,1479,Withdrawal,2163.15,20-03-2022,1479,33308,Auto,7.94,60,Closed,MasterCard,5953.18,85.41,1956,Suggestion,Pending,1
1480,Lisa,Smith,29,Male,Seattle,lisa.smith@kag.com,Savings,1130.49,1480,Transfer,3302,12-07-2020,1480,37090.56,Personal,9.13,36,Approved,AMEX,9949.11,195.68,667,Suggestion,Pending,1
1481,Robert,Taylor,49,Male,Seattle,robert.taylor@kag.com,Savings,4726.31,1481,Deposit,2545.48,17-07-2024,1481,39698.84,Auto,1.12,36,Closed,Visa,6943.36,224.55,9565,Complaint,Resolved,1
1482,Steven,Johnson,42,Other,New York,steven.johnson@kag.com,Savings,2211.58,1482,Withdrawal,889.16,06-09-2023,1482,4801.41,Auto,6.9,48,Closed,Visa,8147.27,21.9,4734,Praise,Resolved,1
1483,Margaret,Lewis,20,Other,Denver,margaret.lewis@kag.com,Savings,1960.51,1483,Deposit,1886.39,16-09-2019,1483,40233.76,Personal,6.38,12,Approved,Visa,4632.06,246.53,6636,Complaint,Resolved,1
1484,Timothy,Martin,43,Other,San Diego,timothy.martin@kag.com,Savings,1160.81,1484,Transfer,4267.56,01-10-2022,1484,43339.62,Mortgage,5.66,60,Approved,AMEX,1669.94,127.44,5961,Suggestion,Pending,1
1485,Sarah,Garcia,53,Other,Chicago,sarah.garcia@kag.com,Savings,7677.8,1485,Withdrawal,3989.22,12-10-2021,1485,3216.13,Personal,2.44,60,Approved,Visa,9458.3,248.56,3662,Suggestion,Resolved,1
1486,Christopher,Davis,34,Male,Boston,christopher.davis@kag.com,Savings,6431.25,1486,Withdrawal,521.43,26-12-2018,1486,2917.61,Personal,7.68,24,Closed,MasterCard,3966.94,3.18,8914,Praise,Resolved,1
1487,Andrew,Lewis,44,Male,Phoenix,andrew.lewis@kag.com,Current,1653.35,1487,Deposit,385.85,28-12-2022,1487,27993.63,Mortgage,4.54,12,Rejected,AMEX,2361.4,222.74,3298,Complaint,Pending,1
1488,Kevin,Mitchell,69,Female,Omaha,kevin.mitchell@kag.com,Current,4777.05,1488,Deposit,4269.05,08-04-2022,1488,25343.52,Auto,3.11,12,Closed,AMEX,2398.21,24.68,5726,Suggestion,Pending,1
1489,Thomas,Allen,39,Other,Denver,thomas.allen@kag.com,Savings,6642.76,1489,Deposit,4497.55,27-07-2019,1489,49024.74,Auto,8.65,60,Rejected,Visa,2225.03,194.45,1547,Complaint,Resolved,1
1490,Brian,Williams,62,Female,Seattle,brian.williams@kag.com,Current,8792.88,1490,Deposit,1478.22,05-05-2022,1490,15425.67,Personal,3.76,60,Approved,AMEX,4866.26,0.07,6713,Suggestion,Resolved,-1
1491,Kevin,Wright,55,Female,Milwaukee,kevin.wright@kag.com,Savings,689.76,1491,Deposit,1752.94,07-07-2019,1491,29919.8,Auto,2.79,60,Closed,MasterCard,8740.36,34.09,5735,Suggestion,Resolved,1
1492,Kimberly,Jones,52,Male,Tucson,kimberly.jones@kag.com,Savings,3687.31,1492,Withdrawal,1685.66,26-08-2020,1492,25826.99,Personal,3.81,12,Approved,MasterCard,2325.22,40.24,1547,Complaint,Pending,1
1493,David,Clark,63,Female,Seattle,david.clark@kag.com,Savings,6197.94,1493,Deposit,643.57,29-01-2022,1493,27250.93,Personal,2.63,36,Approved,AMEX,7798.35,151.79,1877,Praise,Pending,1
1494,Sandra,Baker,24,Female,Colorado Springs,sandra.baker@kag.com,Savings,254.61,1494,Deposit,3727.6,09-03-2023,1494,33323.75,Auto,8,24,Closed,AMEX,1652.23,173.49,1517,Praise,Pending,1
1495,Mary,Lopez,20,Male,Indianapolis,mary.lopez@kag.com,Current,2510.91,1495,Deposit,1856.73,17-01-2024,1495,27342.15,Personal,2.64,36,Approved,AMEX,2084.49,22.51,7082,Complaint,Resolved,1
1496,David,Martin,23,Male,Indianapolis,david.martin@kag.com,Savings,7474.52,1496,Transfer,4182.77,03-04-2022,1496,1340.28,Auto,7.45,60,Closed,AMEX,2046.11,101.47,5186,Praise,Pending,1
1497,David,Hall,30,Male,Kansas City,david.hall@kag.com,Savings,3621.79,1497,Withdrawal,4393.81,16-10-2019,1497,42341.8,Mortgage,2.46,12,Approved,AMEX,5647.73,175.44,8434,Suggestion,Resolved,1
1498,Michelle,Martin,63,Male,San Antonio,michelle.martin@kag.com,Savings,936.5,1498,Deposit,4564.84,23-08-2024,1498,10856.57,Personal,3.04,36,Closed,MasterCard,8916.81,227.39,7075,Complaint,Resolved,1
1499,Thomas,Rodriguez,32,Other,Columbus,thomas.rodriguez@kag.com,Current,6303.29,1499,Withdrawal,4091.53,08-06-2024,1499,12326.58,Auto,4.08,12,Closed,MasterCard,7697.34,47.39,4712,Suggestion,Resolved,1
1500,James,Hill,43,Other,Boston,james.hill@kag.com,Current,2575.52,1500,Withdrawal,3946.66,12-04-2024,1500,32750.67,Mortgage,9.55,60,Closed,MasterCard,8775.58,106.19,2795,Complaint,Resolved,1
1501,Matthew,Brown,65,Other,Albuquerque,matthew.brown@kag.com,Savings,7046.38,1501,Deposit,2252.94,12-12-2018,1501,24409.83,Personal,9.22,36,Approved,AMEX,8777.11,57.01,4383,Complaint,Resolved,-1
1502,Kevin,Jackson,50,Female,Kansas City,kevin.jackson@kag.com,Current,9011.73,1502,Transfer,144.47,01-08-2020,1502,29149.52,Mortgage,1.77,12,Closed,MasterCard,2028.39,9.22,1670,Complaint,Pending,1
1503,Michelle,Nguyen,32,Other,Washington,michelle.nguyen@kag.com,Savings,5325.8,1503,Transfer,569.19,02-08-2022,1503,25377.45,Personal,4.02,48,Approved,MasterCard,5960.03,114,4175,Suggestion,Resolved,1
1504,Carol,Clark,56,Male,Indianapolis,carol.clark@kag.com,Current,6031.52,1504,Withdrawal,2659.07,26-09-2019,1504,21475.27,Auto,4.12,36,Approved,AMEX,8100.28,104.93,2994,Suggestion,Resolved,1
1505,Matthew,Hall,58,Other,Memphis,matthew.hall@kag.com,Savings,5192.62,1505,Deposit,1806.53,13-11-2020,1505,24681.82,Mortgage,2.9,24,Approved,Visa,9546.47,205.4,2487,Praise,Pending,1
1506,Joshua,Nelson,64,Male,Indianapolis,joshua.nelson@kag.com,Savings,8192.68,1506,Withdrawal,4147.12,18-04-2019,1506,7913.19,Mortgage,4.92,12,Closed,MasterCard,7157.24,222.63,1450,Complaint,Resolved,1
1507,Andrew,Gonzalez,31,Other,Fort Worth,andrew.gonzalez@kag.com,Savings,2492.97,1507,Withdrawal,2820.07,24-08-2018,1507,48495.98,Mortgage,7.73,60,Closed,AMEX,8708.76,88.35,7538,Complaint,Pending,1
1508,Michael,Gonzalez,36,Other,San Francisco,michael.gonzalez@kag.com,Current,4075.28,1508,Deposit,503.18,24-12-2020,1508,29162.84,Auto,1.89,60,Approved,AMEX,4346.06,177.07,2188,Suggestion,Resolved,1
1509,Stephanie,Perez,45,Male,Atlanta,stephanie.perez@kag.com,Current,8960.81,1509,Transfer,2397.87,09-11-2022,1509,15054.03,Personal,7.04,36,Closed,MasterCard,7353.12,144.48,4140,Suggestion,Resolved,1
1510,Paul,Ramirez,41,Male,Portland,paul.ramirez@kag.com,Savings,7264.1,1510,Withdrawal,4111.6,03-09-2021,1510,35929.17,Auto,3.35,60,Approved,Visa,4333.63,192.51,9927,Complaint,Pending,1
1511,Amanda,Campbell,67,Female,Boston,amanda.campbell@kag.com,Current,3268.85,1511,Withdrawal,4316.77,23-03-2021,1511,44125.2,Mortgage,6.78,48,Approved,MasterCard,2753.18,36.58,9649,Complaint,Resolved,1
1512,Amanda,Hall,58,Female,San Jose,amanda.hall@kag.com,Current,8343.06,1512,Withdrawal,838.63,02-09-2018,1512,15526.92,Mortgage,7.14,24,Approved,AMEX,1587.26,203.25,5731,Complaint,Pending,1
1513,Ashley,Perez,50,Female,San Diego,ashley.perez@kag.com,Savings,2464.36,1513,Withdrawal,510.5,18-09-2024,1513,16901.07,Mortgage,7.55,36,Rejected,AMEX,8960.74,150.68,3285,Praise,Resolved,1
1514,Donna,Nelson,29,Other,Phoenix,donna.nelson@kag.com,Savings,6378.38,1514,Withdrawal,1941.08,02-08-2024,1514,22488.89,Auto,8.76,36,Approved,AMEX,1580.59,191.87,7582,Suggestion,Pending,1
1515,Kimberly,Jackson,27,Other,Fort Worth,kimberly.jackson@kag.com,Current,9568.92,1515,Deposit,336.92,18-08-2018,1515,11647.2,Mortgage,9.1,60,Closed,AMEX,9997.31,105,3443,Suggestion,Resolved,1
1516,Barbara,Davis,24,Male,Chicago,barbara.davis@kag.com,Savings,5789.64,1516,Transfer,3634.53,19-08-2019,1516,40679.63,Personal,7.83,12,Approved,AMEX,5596.33,2.06,1845,Suggestion,Resolved,1
1517,Christopher,Davis,63,Male,Sacramento,christopher.davis@kag.com,Current,8014.72,1517,Deposit,2243.19,03-08-2023,1517,29624.66,Personal,5.33,60,Rejected,AMEX,5534.43,229.49,519,Complaint,Resolved,1
1518,Paul,Adams,18,Female,Tucson,paul.adams@kag.com,Savings,7380.76,1518,Deposit,999.13,05-08-2022,1518,3795.18,Auto,1.4,12,Rejected,AMEX,1661.37,182.12,2315,Praise,Pending,1
1519,Amanda,Sanchez,32,Male,Washington,amanda.sanchez@kag.com,Savings,8670.64,1519,Deposit,521.32,06-11-2018,1519,49838.5,Personal,9.43,60,Rejected,MasterCard,1671.45,172.69,3012,Praise,Pending,1
1520,Ronald,Mitchell,18,Other,Dallas,ronald.mitchell@kag.com,Savings,9690.77,1520,Transfer,4637.49,18-10-2022,1520,29173.6,Auto,6.41,12,Approved,Visa,7463.18,118.32,2998,Suggestion,Resolved,-1
1521,Thomas,Sanchez,62,Male,Seattle,thomas.sanchez@kag.com,Savings,320.93,1521,Deposit,224.87,12-03-2023,1521,44606.88,Auto,5.81,12,Closed,Visa,4985.67,10.97,409,Suggestion,Resolved,1
1522,Elizabeth,Thompson,37,Male,Memphis,elizabeth.thompson@kag.com,Savings,375.91,1522,Transfer,498.41,18-01-2019,1522,25579.29,Mortgage,3.16,48,Rejected,Visa,2598.41,34.45,6539,Complaint,Pending,1
1523,Ronald,Nelson,19,Male,Colorado Springs,ronald.nelson@kag.com,Savings,5984.78,1523,Withdrawal,1178.84,11-12-2020,1523,29540.03,Auto,7.16,48,Approved,AMEX,2822.67,109.64,3464,Praise,Pending,1
1524,Timothy,Gonzalez,20,Male,Portland,timothy.gonzalez@kag.com,Savings,9547.03,1524,Withdrawal,482.41,09-01-2021,1524,23269.29,Mortgage,9.95,48,Closed,Visa,3085.52,198.34,9465,Suggestion,Resolved,1
1525,Barbara,Ramirez,53,Male,Mesa,barbara.ramirez@kag.com,Savings,4908.26,1525,Deposit,3224.98,10-01-2020,1525,21715.28,Personal,3.97,60,Approved,AMEX,8293.51,222.45,9344,Complaint,Resolved,1
1526,Jessica,Rodriguez,33,Female,San Francisco,jessica.rodriguez@kag.com,Current,8413.82,1526,Withdrawal,1098.91,27-10-2019,1526,11696.92,Personal,8.2,24,Rejected,MasterCard,6504.65,114.45,4238,Complaint,Resolved,1
1527,Nancy,Martin,46,Female,Fresno,nancy.martin@kag.com,Current,7702.29,1527,Withdrawal,2404.85,19-03-2023,1527,48144.09,Mortgage,3.62,48,Closed,MasterCard,1650.33,248.75,5922,Complaint,Pending,1
1528,Christopher,Jackson,61,Other,Chicago,christopher.jackson@kag.com,Current,5032.7,1528,Withdrawal,4302.61,03-01-2021,1528,9906.79,Mortgage,5.39,36,Closed,AMEX,7215.74,244.95,7,Suggestion,Resolved,1
1529,Linda,Mitchell,53,Female,Phoenix,linda.mitchell@kag.com,Current,5180.41,1529,Deposit,4125.61,30-08-2020,1529,26793.81,Personal,2.92,24,Closed,Visa,5678.28,90.92,9733,Praise,Pending,1
1530,Donald,Hill,61,Male,Columbus,donald.hill@kag.com,Current,4416.73,1530,Deposit,739.76,23-04-2018,1530,5267.75,Auto,5.62,36,Rejected,AMEX,6217.95,16.2,6902,Suggestion,Resolved,1
1531,Charles,Lopez,56,Female,Chicago,charles.lopez@kag.com,Current,2596.77,1531,Transfer,452.77,24-01-2021,1531,49675.47,Mortgage,5.13,48,Closed,AMEX,3719.77,123.22,7144,Complaint,Resolved,1
1532,Thomas,Anderson,69,Other,El Paso,thomas.anderson@kag.com,Current,8601.25,1532,Withdrawal,3324.61,25-05-2023,1532,28228.14,Mortgage,1.35,36,Closed,AMEX,1160.7,244.87,1651,Complaint,Resolved,1
1533,Daniel,Walker,20,Female,Colorado Springs,daniel.walker@kag.com,Current,2174.74,1533,Deposit,1059.42,27-11-2021,1533,40914.58,Mortgage,4.44,60,Closed,MasterCard,5578.6,91.46,9639,Praise,Resolved,1
1534,Paul,Wilson,54,Other,Baltimore,paul.wilson@kag.com,Current,9078.51,1534,Withdrawal,3909.45,22-09-2022,1534,28583.51,Auto,1.56,36,Approved,Visa,6356.16,87.86,931,Praise,Pending,1
1535,Jessica,Hernandez,61,Other,El Paso,jessica.hernandez@kag.com,Savings,3661.3,1535,Deposit,2178.1,18-03-2019,1535,40444.28,Auto,5.06,24,Closed,MasterCard,6807.3,76,6830,Complaint,Pending,1
1536,Jennifer,Sanchez,29,Other,Portland,jennifer.sanchez@kag.com,Current,362.32,1536,Transfer,781.05,28-08-2022,1536,27186.09,Mortgage,9.82,48,Approved,Visa,4979.32,237.51,2890,Suggestion,Resolved,1
1537,Linda,Adams,37,Male,Jacksonville,linda.adams@kag.com,Current,1766.94,1537,Transfer,4871.34,08-03-2023,1537,22803.74,Personal,3.64,36,Closed,MasterCard,6046.43,47.07,8108,Suggestion,Resolved,1
1538,Matthew,Clark,40,Other,Boston,matthew.clark@kag.com,Savings,8889.47,1538,Deposit,287.51,22-06-2020,1538,23339.38,Auto,5.64,36,Closed,AMEX,5895.77,108.82,2291,Praise,Resolved,1
1539,Karen,Hernandez,39,Female,San Jose,karen.hernandez@kag.com,Current,1371.6,1539,Withdrawal,630.23,03-12-2022,1539,1114.83,Mortgage,2.17,36,Approved,Visa,4326.35,51.12,198,Complaint,Resolved,1
1540,Matthew,Nguyen,49,Female,Indianapolis,matthew.nguyen@kag.com,Savings,7413.86,1540,Transfer,4062.06,22-08-2019,1540,19162.09,Auto,2.39,36,Closed,MasterCard,8271.22,27.93,1406,Praise,Resolved,-1
1541,Barbara,King,24,Female,Fresno,barbara.king@kag.com,Savings,1909.86,1541,Deposit,2268.9,20-07-2024,1541,47645.26,Personal,4.2,24,Approved,MasterCard,4898.8,109.12,1347,Suggestion,Pending,1
1542,Joseph,Nelson,39,Other,Atlanta,joseph.nelson@kag.com,Current,5039.44,1542,Transfer,4690.88,30-01-2020,1542,34103.27,Auto,5.41,12,Rejected,Visa,3135.62,201.48,6895,Suggestion,Resolved,1
1543,Sandra,Jackson,61,Other,Washington,sandra.jackson@kag.com,Current,2131.55,1543,Deposit,573.81,18-02-2023,1543,46046.63,Personal,7.31,60,Approved,MasterCard,1080.51,1.94,355,Complaint,Resolved,1
1544,Kenneth,Garcia,19,Male,San Francisco,kenneth.garcia@kag.com,Savings,3398.34,1544,Transfer,793.35,21-07-2019,1544,10812.87,Auto,5.11,48,Rejected,AMEX,3585.08,121.26,5318,Complaint,Resolved,1
1545,Brian,Rivera,31,Other,El Paso,brian.rivera@kag.com,Current,1335.74,1545,Deposit,19.1,26-02-2024,1545,25066.85,Mortgage,1.22,12,Closed,MasterCard,1931.02,126.48,8997,Complaint,Pending,1
1546,Sandra,Nguyen,33,Female,Mesa,sandra.nguyen@kag.com,Current,5604.42,1546,Transfer,1093.41,02-12-2024,1546,2689.61,Mortgage,3.44,60,Approved,AMEX,5510.54,19,5467,Complaint,Pending,1
1547,Timothy,Carter,41,Male,Dallas,timothy.carter@kag.com,Current,3721.67,1547,Transfer,3289.73,20-07-2018,1547,34175.56,Mortgage,1.22,36,Rejected,Visa,4433.08,244.58,4879,Suggestion,Pending,1
1548,Emily,Adams,24,Female,Los Angeles,emily.adams@kag.com,Current,3718.29,1548,Deposit,3619.42,15-01-2021,1548,39416.8,Personal,9.26,12,Approved,Visa,3259.39,49.46,6935,Suggestion,Resolved,1
1549,Elizabeth,Ramirez,21,Male,Albuquerque,elizabeth.ramirez@kag.com,Savings,481.88,1549,Transfer,2155.4,09-09-2021,1549,37642.27,Personal,1.26,60,Approved,AMEX,2163.29,226.66,7728,Suggestion,Pending,1
1550,Jessica,Smith,69,Other,Washington,jessica.smith@kag.com,Savings,1447.67,1550,Deposit,1294.22,19-09-2022,1550,5251.73,Auto,1.45,60,Approved,Visa,8250.99,57.33,345,Praise,Pending,1
1551,John,Wright,54,Male,San Jose,john.wright@kag.com,Current,7104.55,1551,Transfer,3584.49,29-04-2022,1551,13128.86,Mortgage,3.68,12,Rejected,Visa,9863.35,131.16,5397,Complaint,Pending,1
1552,Thomas,Flores,63,Other,San Diego,thomas.flores@kag.com,Current,2993.97,1552,Transfer,871.32,23-05-2018,1552,33135.54,Auto,6.69,36,Rejected,MasterCard,8753.42,200.06,8107,Suggestion,Resolved,1
1553,Daniel,Davis,58,Other,New York,daniel.davis@kag.com,Current,4476.48,1553,Deposit,3837.76,06-11-2019,1553,38190.56,Personal,4.22,36,Rejected,MasterCard,8081.03,237.45,8402,Suggestion,Pending,1
1554,Sandra,Campbell,22,Female,San Francisco,sandra.campbell@kag.com,Savings,7654.37,1554,Transfer,3935.08,13-01-2022,1554,14436.32,Mortgage,1.55,48,Closed,AMEX,5780.81,100.37,1840,Suggestion,Pending,1
1555,Charles,Miller,19,Other,Fort Worth,charles.miller@kag.com,Current,4503.1,1555,Transfer,2210.96,25-10-2024,1555,20905.81,Auto,8.53,60,Approved,Visa,8520,17.52,9013,Praise,Pending,1
1556,Lisa,Hernandez,22,Other,Houston,lisa.hernandez@kag.com,Current,2333.53,1556,Deposit,976.1,25-11-2024,1556,18212.04,Auto,7.3,48,Closed,MasterCard,5807.16,5.75,3135,Suggestion,Resolved,-1
1557,John,Hill,20,Other,San Jose,john.hill@kag.com,Savings,5543.26,1557,Withdrawal,3153.07,16-01-2019,1557,1223.68,Auto,4.57,36,Rejected,AMEX,3898.2,218.45,3629,Praise,Resolved,1
1558,Susan,Brown,59,Female,Milwaukee,susan.brown@kag.com,Savings,8031.94,1558,Deposit,4268.74,04-07-2021,1558,29249.14,Auto,7.09,60,Closed,Visa,3035.52,119.68,1024,Complaint,Resolved,1
1559,Joseph,Harris,25,Other,San Antonio,joseph.harris@kag.com,Current,6036.45,1559,Withdrawal,2652.24,02-08-2020,1559,33786.53,Personal,3.47,48,Rejected,MasterCard,2943.19,37.49,8909,Suggestion,Resolved,1
1560,John,Lopez,43,Female,El Paso,john.lopez@kag.com,Savings,4259.79,1560,Transfer,2310.73,07-11-2020,1560,14545.35,Personal,5.75,48,Closed,AMEX,5105.32,116.04,4204,Praise,Resolved,1
1561,David,Sanchez,27,Male,Las Vegas,david.sanchez@kag.com,Current,1343.68,1561,Withdrawal,4896.33,20-07-2022,1561,34701.44,Auto,8.92,48,Approved,Visa,6745.23,55.61,7927,Suggestion,Resolved,1
1562,Deborah,Nguyen,51,Female,Phoenix,deborah.nguyen@kag.com,Savings,2562.26,1562,Withdrawal,2691.75,17-01-2023,1562,12894.69,Personal,1.97,60,Approved,AMEX,2368.34,174.86,4212,Complaint,Resolved,1
1563,Linda,Rivera,63,Female,Phoenix,linda.rivera@kag.com,Savings,9466.58,1563,Deposit,180.74,26-08-2023,1563,36060.99,Mortgage,8.62,24,Approved,Visa,1109.47,101.85,6524,Complaint,Resolved,1
1564,Stephanie,Lopez,53,Other,San Francisco,stephanie.lopez@kag.com,Savings,7740.9,1564,Withdrawal,2515.23,15-06-2018,1564,23402.18,Mortgage,8.1,24,Approved,AMEX,1205.11,182.03,8777,Suggestion,Resolved,1
1565,Daniel,Nelson,29,Female,Baltimore,daniel.nelson@kag.com,Savings,966.96,1565,Withdrawal,2231.9,01-12-2020,1565,43724.81,Auto,9.54,36,Rejected,MasterCard,3774.35,191.25,7554,Praise,Resolved,1
1566,Mark,Torres,37,Male,Dallas,mark.torres@kag.com,Savings,154.59,1566,Transfer,1467.6,18-08-2023,1566,27691.99,Mortgage,5.62,60,Approved,AMEX,7486.32,93.55,3645,Suggestion,Pending,1
1567,Karen,Rivera,46,Female,Philadelphia,karen.rivera@kag.com,Savings,1836.65,1567,Deposit,1593.59,22-07-2021,1567,10047.99,Mortgage,3.47,60,Closed,Visa,1034.16,165.8,1947,Complaint,Resolved,1
1568,Donald,White,31,Other,Boston,donald.white@kag.com,Current,9444.52,1568,Deposit,4654.82,04-12-2024,1568,41278.55,Auto,4.18,12,Approved,Visa,5206.02,193.44,5289,Complaint,Pending,1
1569,Ashley,Thomas,65,Male,Denver,ashley.thomas@kag.com,Current,5842.39,1569,Withdrawal,676.65,30-10-2020,1569,39106.25,Personal,6.76,48,Closed,AMEX,3676.52,12.76,4889,Suggestion,Pending,1
1570,Joshua,Gonzalez,22,Other,Indianapolis,joshua.gonzalez@kag.com,Savings,8402.73,1570,Transfer,3822.55,30-10-2018,1570,5127.18,Auto,2.27,36,Closed,MasterCard,9225.5,48.28,6421,Complaint,Resolved,1
1571,Andrew,Harris,65,Other,Nashville,andrew.harris@kag.com,Savings,4705.73,1571,Deposit,4513.07,22-03-2019,1571,3353.99,Auto,4.17,60,Rejected,Visa,9628.58,245.57,30,Complaint,Resolved,1
1572,Karen,Brown,44,Female,Los Angeles,karen.brown@kag.com,Current,8283.7,1572,Transfer,1304.83,16-10-2024,1572,7678.26,Personal,7.54,12,Rejected,AMEX,4588.6,1.8,1695,Complaint,Resolved,1
1573,Carol,Hernandez,21,Other,Jacksonville,carol.hernandez@kag.com,Current,435.77,1573,Withdrawal,343.4,11-12-2018,1573,42420.44,Personal,6.16,12,Closed,AMEX,9795.53,78.23,8686,Suggestion,Resolved,1
1574,Joshua,Young,46,Male,Indianapolis,joshua.young@kag.com,Savings,4325.51,1574,Withdrawal,1542.66,28-09-2018,1574,16698.75,Personal,1.56,60,Rejected,AMEX,9739.49,195.55,2844,Complaint,Resolved,1
1575,Thomas,Carter,20,Male,Atlanta,thomas.carter@kag.com,Savings,3838.19,1575,Deposit,2170.08,01-12-2024,1575,25732.82,Mortgage,5.47,36,Rejected,MasterCard,6184.77,79.08,2804,Praise,Resolved,1
1576,Susan,Miller,50,Male,Charlotte,susan.miller@kag.com,Current,9817.31,1576,Withdrawal,4757.61,22-09-2023,1576,30545.35,Personal,5.72,36,Rejected,AMEX,4468.91,204.86,3517,Praise,Resolved,1
1577,Donald,Rivera,47,Male,San Jose,donald.rivera@kag.com,Savings,3074.71,1577,Transfer,2156.4,20-04-2023,1577,37430.59,Mortgage,7.31,24,Rejected,AMEX,1950.3,33.08,5208,Praise,Pending,1
1578,Nancy,Hernandez,53,Female,San Jose,nancy.hernandez@kag.com,Current,4227.48,1578,Transfer,469.36,06-11-2021,1578,41667.81,Personal,1.1,24,Approved,MasterCard,5982.28,219.2,4777,Suggestion,Pending,1
1579,Andrew,Ramirez,26,Male,Albuquerque,andrew.ramirez@kag.com,Savings,7612.13,1579,Withdrawal,742.97,13-10-2022,1579,26277.41,Auto,4.86,36,Approved,AMEX,8513.86,118.18,6839,Praise,Resolved,1
1580,Amanda,Green,18,Female,San Diego,amanda.green@kag.com,Savings,8819.06,1580,Withdrawal,1770.14,29-06-2018,1580,21372.22,Personal,8.98,12,Closed,Visa,4562.82,9.22,6180,Praise,Resolved,1
1581,Brian,Thompson,65,Other,Seattle,brian.thompson@kag.com,Savings,8796.04,1581,Transfer,929.1,16-06-2019,1581,10601.15,Auto,1.23,24,Closed,AMEX,5547.78,155.83,2395,Praise,Pending,1
1582,Kimberly,Hall,40,Other,Mesa,kimberly.hall@kag.com,Savings,4005.66,1582,Withdrawal,312.23,19-02-2022,1582,30768.5,Auto,7.05,12,Closed,AMEX,4585.07,69.31,4255,Complaint,Resolved,1
1583,Michael,Thompson,20,Female,Detroit,michael.thompson@kag.com,Current,9490.69,1583,Withdrawal,884.55,16-12-2018,1583,27943.98,Personal,3.01,24,Rejected,Visa,7332.54,175.11,4258,Suggestion,Resolved,1
1584,Paul,Roberts,49,Other,Jacksonville,paul.roberts@kag.com,Current,6569.74,1584,Withdrawal,536.4,05-08-2024,1584,15266.86,Mortgage,4.49,12,Approved,AMEX,5957.63,225.68,3978,Praise,Resolved,1
1585,Kevin,Ramirez,41,Other,Milwaukee,kevin.ramirez@kag.com,Current,8526.24,1585,Transfer,1021.46,13-02-2018,1585,22863.97,Mortgage,8.96,48,Closed,AMEX,5625.89,20.91,1670,Suggestion,Resolved,1
1586,Michelle,Nelson,23,Male,Tucson,michelle.nelson@kag.com,Current,9270.14,1586,Withdrawal,4982.31,27-09-2020,1586,37242.9,Mortgage,4.26,60,Approved,Visa,2959.5,61.07,3446,Suggestion,Pending,1
1587,Sandra,Campbell,30,Other,Memphis,sandra.campbell@kag.com,Current,2412.64,1587,Transfer,2232.59,09-09-2024,1587,31726.92,Auto,5.91,36,Closed,AMEX,6337.76,97.78,631,Complaint,Pending,1
1588,Daniel,Sanchez,66,Other,Phoenix,daniel.sanchez@kag.com,Current,5042.07,1588,Deposit,3296.41,27-05-2019,1588,24605.3,Mortgage,1.81,48,Rejected,Visa,5452.33,239.98,8443,Suggestion,Resolved,-1
1589,Amanda,Harris,32,Female,San Jose,amanda.harris@kag.com,Savings,5919.19,1589,Withdrawal,834.76,08-09-2022,1589,14343.51,Auto,3.92,36,Approved,AMEX,7319.45,101.39,9609,Praise,Resolved,1
1590,Joshua,Lewis,47,Male,New York,joshua.lewis@kag.com,Savings,8044.13,1590,Withdrawal,4247.97,05-02-2021,1590,33732.21,Personal,2.27,12,Closed,Visa,6690.68,28.32,69,Suggestion,Pending,1
1591,Joseph,Jackson,29,Other,El Paso,joseph.jackson@kag.com,Current,4071.54,1591,Withdrawal,1341.86,26-02-2021,1591,31755.24,Mortgage,6.05,24,Approved,Visa,3644.65,74.41,7098,Complaint,Pending,1
1592,Ronald,Allen,57,Other,Omaha,ronald.allen@kag.com,Savings,2183.45,1592,Deposit,4912.63,04-12-2023,1592,23453.44,Personal,5.14,24,Approved,AMEX,6668.94,4.83,646,Complaint,Resolved,1
1593,Patricia,Scott,65,Female,Chicago,patricia.scott@kag.com,Current,7458.02,1593,Withdrawal,4185.17,15-01-2018,1593,12687.68,Personal,3.38,24,Rejected,MasterCard,7876.05,47.8,4395,Praise,Pending,1
1594,Mark,Wilson,52,Other,Chicago,mark.wilson@kag.com,Current,5964.11,1594,Transfer,4754.85,14-11-2023,1594,9568.95,Auto,10,60,Approved,Visa,6859.76,152.43,9105,Suggestion,Pending,1
1595,Lisa,Wilson,45,Male,San Antonio,lisa.wilson@kag.com,Savings,8993.16,1595,Withdrawal,3344.83,03-08-2019,1595,17630.58,Auto,2.38,60,Rejected,Visa,5497.24,42.2,8780,Complaint,Pending,1
1596,Matthew,Wright,21,Male,Mesa,matthew.wright@kag.com,Current,6584.8,1596,Transfer,3293.88,23-03-2020,1596,45527.03,Auto,8.43,36,Approved,Visa,6948.76,229.29,7052,Praise,Pending,1
1597,Richard,Robinson,24,Male,Sacramento,richard.robinson@kag.com,Savings,266.59,1597,Transfer,4207.07,03-08-2022,1597,37940.44,Auto,1.32,24,Rejected,AMEX,5258.61,178.32,7949,Praise,Resolved,1
